CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C16845,51.581189,1.0,384.89,120.0,264.89,0.0,0.666667,0.083333,0.583333,0.0,0,10,6000.0,213.515669,156.429964,0.222222,12
C17722,510.953138,1.0,172.41,172.41,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,1200.0,959.003305,242.770679,0.0,12
C16882,28.486124,0.454545,130.26,0.0,130.26,0.0,0.5,0.0,0.5,0.0,0,10,2500.0,325.966302,146.604543,0.0,12
C18940,68.226894,0.571429,388.5,0.0,388.5,0.0,0.714286,0.0,0.714286,0.0,0,5,1000.0,303.411962,81.694504,0.0,7
C11737,1220.493289,0.363636,0.0,0.0,0.0,5607.394437,0.0,0.0,0.0,0.25,3,0,6000.0,566.644234,1112.634979,0.0,12
C13715,13.173883,0.272727,1243.48,643.44,600.04,0.0,0.833333,0.25,0.583333,0.0,0,24,4800.0,1490.981521,17.053725,0.0,12
C17904,130.678469,0.545455,1480.76,1480.76,0.0,0.0,0.333333,0.333333,0.0,0.0,0,19,1000.0,2441.727849,153.303679,1.0,12
C11329,249.140601,1.0,655.94,223.0,432.94,0.0,0.75,0.083333,0.75,0.0,0,17,10500.0,907.604425,200.878822,0.0,12
C11070,4677.242936,1.0,125.0,0.0,125.0,2406.229924,0.583333,0.0,0.5,0.5,6,10,5000.0,1087.866649,1092.737436,0.0,12
C13295,1838.159648,1.0,0.0,0.0,0.0,713.245337,0.0,0.0,0.0,0.166667,9,0,3500.0,2958.852784,835.751337,0.0,12
C16414,400.462305,1.0,0.0,0.0,0.0,822.959124,0.0,0.0,0.0,0.666667,12,0,5000.0,1034.178777,156.202558,0.083333,12
C18856,0.065402,0.090909,69.0,0.0,69.0,0.0,0.083333,0.0,0.083333,0.0,0,1,1500.0,506.68867,62.491042,0.0,12
C14415,258.223705,1.0,2391.44,1203.18,1188.26,49.410478,1.0,0.666667,1.0,0.083333,1,32,5000.0,2536.830662,210.770458,0.333333,12
C13254,2011.929899,1.0,208.5,0.0,208.5,0.0,0.25,0.0,0.25,0.0,0,3,7000.0,517.558081,1109.232571,0.0,12
C15785,47.783061,0.181818,0.0,0.0,0.0,545.183508,0.0,0.0,0.0,0.166667,2,0,3000.0,0.0,,0.0,12
C14377,128.25396,0.818182,1105.0,0.0,1105.0,0.0,0.75,0.0,0.666667,0.0,0,14,2500.0,1224.344711,132.96663,0.636364,12
C11990,1469.720674,1.0,0.0,0.0,0.0,170.376441,0.0,0.0,0.0,0.333333,5,0,1500.0,395.486928,513.397785,0.0,12
C19063,65.543866,1.0,522.5,0.0,522.5,0.0,0.666667,0.0,0.444444,0.0,0,6,1500.0,539.012923,105.04247,1.0,9
C11315,208.19101,1.0,2395.88,1516.09,879.79,0.0,1.0,1.0,0.75,0.0,0,63,5000.0,2131.759516,177.898546,0.75,12
C12152,3386.490883,1.0,560.98,427.22,133.76,2008.153534,1.0,0.727273,0.363636,0.545455,9,20,10100.0,1039.000037,886.050237,0.0,11
C18096,1735.597569,1.0,1591.11,1591.11,0.0,0.0,0.666667,0.666667,0.0,0.0,0,27,2700.0,485.135865,632.484083,0.0,12
C15847,26.572803,1.0,277.33,0.0,277.33,0.0,1.0,0.0,0.916667,0.0,0,17,6000.0,258.265698,129.984016,1.0,12
C16387,635.358243,0.4,250.0,250.0,0.0,0.0,0.1,0.1,0.0,0.0,0,1,8000.0,4995.053024,284.70693,0.0,10
C17557,0.0,0.0,443.28,0.0,443.28,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,0.0,,0.0,12
C11320,144.129221,0.727273,949.59,272.0,677.59,0.0,0.5,0.25,0.333333,0.0,0,11,4000.0,999.711434,121.912794,0.1,12
C10816,835.007085,0.75,90.39,90.39,0.0,1160.459619,0.125,0.125,0.0,0.125,1,1,1500.0,254.561828,152.221816,0.0,8
C17944,18.180646,1.0,220.06,0.0,220.06,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,217.276088,140.596138,0.7,12
C18711,3.391066,0.272727,72.44,0.0,72.44,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,194.455374,111.933386,0.75,12
C12506,6074.986862,1.0,1000.0,1000.0,0.0,4360.872498,0.083333,0.083333,0.0,0.5,7,1,14000.0,1365.324882,1766.055701,0.0,12
C10433,133.405494,0.545455,1346.9,1028.0,318.9,0.0,0.583333,0.083333,0.416667,0.0,0,14,8000.0,1369.437449,98.678839,0.333333,12
C16369,1276.819142,1.0,710.2,710.2,0.0,742.511085,0.416667,0.416667,0.0,0.25,4,8,3700.0,3144.534957,477.522969,0.0,12
C18863,115.61103,1.0,379.32,0.0,379.32,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,281.152056,179.901711,0.0,12
C16435,475.826042,1.0,950.0,950.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,118.53066,290.333335,0.0,12
C12376,1055.369866,0.545455,0.0,0.0,0.0,3776.644822,0.0,0.0,0.0,0.166667,2,0,6000.0,2924.470714,195.294122,0.0,12
C16129,1275.142146,1.0,454.72,454.72,0.0,959.005156,1.0,1.0,0.0,0.083333,2,12,1500.0,826.036748,350.661181,0.0,12
C18192,14.471941,1.0,120.0,0.0,120.0,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,113.011493,116.286777,0.0,12
C19072,324.334482,0.888889,0.0,0.0,0.0,530.188202,0.0,0.0,0.0,0.333333,7,0,500.0,234.651005,128.759514,0.0,9
C17016,126.945696,1.0,1086.26,0.0,1086.26,0.0,1.0,0.0,1.0,0.0,0,34,4500.0,981.005079,162.218628,0.916667,12
C11448,584.287125,0.818182,0.0,0.0,0.0,918.151142,0.0,0.0,0.0,0.083333,2,0,1000.0,1029.191073,277.371035,0.125,12
C19083,35.800325,0.5,0.0,0.0,0.0,109.899622,0.0,0.0,0.0,0.25,2,0,500.0,152.960155,112.13967,0.0,8
C13261,87.931814,0.909091,617.5,0.0,617.5,0.0,0.833333,0.0,0.833333,0.0,0,10,4000.0,740.045839,150.708825,0.818182,12
C14570,203.499251,1.0,2115.76,530.0,1585.76,0.0,1.0,0.5,1.0,0.0,0,52,4000.0,1953.639143,172.233875,1.0,12
C18423,411.062591,1.0,0.0,0.0,0.0,988.119391,0.0,0.0,0.0,0.333333,7,0,500.0,1027.320667,220.507641,0.090909,12
C14018,6928.721377,1.0,18.35,0.0,18.35,14836.45141,0.416667,0.0,0.416667,0.083333,1,5,18000.0,22281.70046,1592.560164,0.090909,12
C13881,187.973296,1.0,116.0,116.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,244.135461,170.124513,0.0,12
C17953,1295.87959,1.0,184.27,1.0,183.27,906.848796,0.333333,0.083333,0.166667,0.333333,7,10,2000.0,296.068191,417.694654,0.0,12
C12428,947.457151,1.0,1787.83,126.24,1661.59,458.961661,1.0,0.083333,1.0,0.083333,1,61,4000.0,574.055852,259.977392,0.166667,12
C16910,736.736738,1.0,1171.5,1003.54,167.96,0.0,0.75,0.75,0.333333,0.0,0,26,4000.0,2092.544158,200.597917,0.0,12
C17706,1005.660131,1.0,710.03,710.03,0.0,5001.078448,0.416667,0.416667,0.0,0.916667,40,8,1500.0,5679.950642,234.569274,0.25,12
C17427,279.501554,1.0,1365.5,336.0,1029.5,0.0,1.0,0.083333,1.0,0.0,0,37,5000.0,1340.02971,175.055337,0.0,12
C17254,1212.237847,1.0,400.0,0.0,400.0,1141.617933,1.0,0.0,0.9,0.2,3,10,1200.0,424.376685,1480.270923,0.0,10
C14885,10929.05958,1.0,675.89,500.39,175.5,1521.869211,0.916667,0.25,0.666667,0.333333,12,12,12000.0,2639.956641,3049.937917,0.0,12
C11090,56.536572,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,496.551862,194.502845,0.416667,12
C11580,2613.123168,1.0,0.0,0.0,0.0,609.316112,0.0,0.0,0.0,0.166667,3,0,3000.0,592.143167,1404.749726,0.0,12
C15660,714.813335,1.0,1110.42,0.0,1110.42,0.0,0.5,0.0,0.5,0.0,0,6,2200.0,4296.908322,4130.592522,0.083333,12
C15287,1630.991993,1.0,578.9,0.0,578.9,145.230653,0.666667,0.0,0.583333,0.083333,1,20,2500.0,574.051951,940.119465,0.0,12
C11588,1787.535327,1.0,0.0,0.0,0.0,5566.777503,0.0,0.0,0.0,0.25,8,0,7500.0,4592.708912,461.680587,0.0,12
C17955,2.571837,0.1,99.0,0.0,99.0,0.0,0.2,0.0,0.2,0.0,0,2,2500.0,45.168124,,0.0,10
C17507,31.872458,0.636364,394.0,0.0,394.0,0.0,0.416667,0.0,0.25,0.0,0,6,1500.0,778.621541,154.099558,1.0,12
C10388,11278.95243,1.0,6855.59,2762.92,4092.67,0.0,0.916667,0.75,0.833333,0.0,0,39,18500.0,4868.088671,2861.890896,0.0,12
C15837,25.383911,1.0,401.16,0.0,401.16,0.0,0.916667,0.0,0.833333,0.0,0,11,2500.0,419.168947,164.819559,1.0,12
C10990,243.010712,0.363636,0.0,0.0,0.0,1222.166225,0.0,0.0,0.0,0.166667,3,0,12000.0,196.932031,58.778054,0.0,12
C18142,0.533581,0.545455,109.62,0.0,109.62,0.0,0.5,0.0,0.5,0.0,0,6,4000.0,177.666351,0.037744,0.0,12
C10438,6032.740391,1.0,7553.48,2643.53,4909.95,0.0,0.916667,0.75,1.0,0.0,0,85,13500.0,5377.338091,1365.123434,0.0,12
C17094,5429.735607,1.0,1000.0,1000.0,0.0,3807.688019,0.333333,0.333333,0.0,0.5,10,4,6000.0,2686.360691,4471.491241,0.0,12
C18912,1199.66533,1.0,0.0,0.0,0.0,366.121216,0.0,0.0,0.0,0.090909,2,0,1200.0,552.261569,544.688317,0.0,11
C14147,4252.504676,1.0,2172.77,1491.73,681.04,0.0,1.0,1.0,1.0,0.0,0,45,11000.0,1425.671686,1217.875041,0.0,12
C16404,3.992758,0.666667,0.0,0.0,0.0,126.723539,0.0,0.0,0.0,0.111111,1,0,1200.0,157.919567,54.574568,0.0,9
C18546,254.260019,1.0,2184.72,0.0,2184.72,0.0,1.0,0.0,1.0,0.0,0,41,4000.0,1889.29739,188.392562,0.5,12
C14355,2092.971853,1.0,0.0,0.0,0.0,135.256159,0.0,0.0,0.0,0.333333,2,0,2500.0,275.676251,217.425205,0.0,6
C16195,525.3186,0.9,1604.97,0.0,1604.97,0.0,0.9,0.0,0.8,0.0,0,9,1000.0,1059.917432,459.831026,0.0,10
C11754,1569.88775,1.0,741.66,309.66,432.0,2710.997094,0.416667,0.333333,0.083333,0.166667,3,8,4000.0,3306.369832,503.399492,0.0,12
C11454,57.764354,0.545455,454.2,0.0,454.2,0.0,0.5,0.0,0.416667,0.0,0,15,10500.0,712.993271,164.374194,0.25,12
C15041,1409.256223,0.9,4569.65,1748.94,2820.71,3883.517967,0.7,0.6,0.6,0.4,5,24,30000.0,5772.813158,472.103929,0.0,10
C11968,206.376314,1.0,1886.21,1230.31,655.9,0.0,1.0,1.0,1.0,0.0,0,65,3000.0,2089.598011,170.955794,0.083333,12
C12056,2097.603234,1.0,963.21,963.21,0.0,0.0,1.0,1.0,0.0,0.0,0,11,2100.0,622.542212,1252.200387,0.0,6
C18580,1222.080889,0.818182,750.0,0.0,750.0,2452.136461,1.0,0.0,1.0,0.333333,4,12,2500.0,554.325638,260.87584,0.0,12
C15765,203.62963,0.454545,0.0,0.0,0.0,589.991614,0.0,0.0,0.0,0.166667,2,0,3000.0,314.842514,185.625798,0.0,12
C17501,59.797799,1.0,309.25,289.4,19.85,0.0,0.166667,0.166667,0.083333,0.0,0,8,2000.0,675.101601,425.907075,0.25,12
C15255,142.430458,1.0,1488.84,0.0,1488.84,0.0,1.0,0.0,1.0,0.0,0,24,5000.0,1450.096836,178.871755,1.0,12
C11777,5239.120768,1.0,1823.23,1823.23,0.0,0.0,0.75,0.75,0.0,0.0,0,14,5750.0,2107.740768,2658.139243,0.0,12
C12825,4202.1695,1.0,462.0,462.0,0.0,4776.10477,0.166667,0.166667,0.0,0.416667,10,2,8000.0,1010.799168,1541.756326,0.0,12
C15085,164.583178,0.454545,1489.28,918.48,570.8,0.0,0.333333,0.25,0.25,0.0,0,8,3500.0,1858.087268,176.445411,0.0,12
C11326,5086.333429,1.0,548.89,548.89,0.0,7298.31132,0.166667,0.166667,0.0,0.5,11,3,8500.0,7327.589749,1146.630327,0.0,12
C17540,201.487515,1.0,1688.12,0.0,1688.12,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1641.148627,174.408798,1.0,12
C15135,3798.323722,1.0,0.0,0.0,0.0,182.513182,0.0,0.0,0.0,0.166667,2,0,4000.0,916.384302,1193.658503,0.0,12
C16048,21.494012,0.545455,417.0,0.0,417.0,0.0,0.416667,0.0,0.416667,0.0,0,6,5000.0,394.135239,97.638234,0.454545,12
C16058,2713.833113,1.0,317.62,0.0,317.62,225.464718,0.833333,0.0,0.75,0.083333,1,10,4500.0,665.76969,754.751563,0.0,12
C16253,1095.420541,0.9,806.37,806.37,0.0,1042.684174,0.5,0.5,0.0,0.3,6,9,2500.0,249.737718,335.768422,0.0,10
C10965,914.222213,1.0,563.39,400.14,163.25,136.50351,0.916667,0.5,0.916667,0.333333,5,40,900.0,0.0,,0.0,12
C14450,473.599403,1.0,524.7,150.32,374.38,1168.556598,1.0,0.25,0.75,0.083333,1,15,1200.0,1772.643444,144.171824,0.25,12
C18601,412.149369,0.444444,0.0,0.0,0.0,4034.656192,0.0,0.0,0.0,0.333333,8,0,8000.0,195.752288,184.448949,0.0,9
C13029,1579.728772,1.0,0.0,0.0,0.0,124.941315,0.0,0.0,0.0,0.083333,1,0,1800.0,464.305701,482.666125,0.0,12
C15390,3619.986054,1.0,0.0,0.0,0.0,1483.6368,0.0,0.0,0.0,0.75,17,0,13000.0,942.812569,920.525945,0.0,12
C10623,266.588825,1.0,1750.51,1515.46,235.05,239.188373,1.0,1.0,0.166667,0.166667,2,31,3500.0,2103.253278,193.898848,0.25,12
C12872,2124.720599,1.0,1006.01,686.01,320.0,0.0,0.25,0.166667,0.166667,0.0,0,10,5000.0,583.205075,579.876616,0.0,12
C14417,4988.093733,1.0,8581.29,4640.84,3940.45,225.473003,1.0,0.666667,1.0,0.083333,1,94,10500.0,1571.883,1133.733957,0.0,12
C19156,381.341657,1.0,78.0,0.0,78.0,934.808869,1.0,0.0,0.833333,0.666667,16,6,1000.0,143.118373,85.152441,0.0,6
C14059,592.416944,1.0,6228.01,3454.7,2773.31,0.0,1.0,1.0,1.0,0.0,0,117,4500.0,6052.32316,169.979797,1.0,12
C16517,2415.67887,1.0,125.45,0.0,125.45,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,619.883932,628.190373,0.0,12
C12171,2537.892884,1.0,0.0,0.0,0.0,354.346012,0.0,0.0,0.0,0.25,3,0,3000.0,622.529592,622.651831,0.0,12
C15890,170.086639,0.909091,1218.11,980.87,237.24,0.0,0.75,0.5,0.166667,0.0,0,9,6000.0,1277.281619,152.507474,0.222222,12
C12518,96.155647,1.0,1070.73,432.8,637.93,0.0,1.0,1.0,0.75,0.0,0,27,10000.0,1229.025203,192.197394,1.0,12
C17763,27.931382,0.5,169.4,0.0,169.4,0.0,0.4,0.0,0.2,0.0,0,5,1500.0,116.255235,145.094293,0.0,10
C11749,293.803208,1.0,380.59,332.52,48.07,118.972449,0.166667,0.083333,0.083333,0.083333,1,3,10000.0,1172.022584,194.55397,0.0,12
C15777,1308.128024,1.0,623.03,0.0,623.03,0.0,0.916667,0.0,0.833333,0.0,0,15,1500.0,306.967651,356.087522,0.0,12
C11858,2270.955171,1.0,25.26,25.26,0.0,452.803657,0.083333,0.083333,0.0,0.25,3,1,3100.0,503.196519,815.400611,0.0,12
C15692,200.574081,1.0,675.9,675.9,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,7500.0,753.502654,308.604961,0.083333,12
C11217,72.706076,0.272727,508.56,508.56,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,7000.0,2197.473031,217.322796,0.0,12
C16122,1636.518315,1.0,542.47,542.47,0.0,1869.646314,0.25,0.25,0.0,0.25,2,2,3000.0,209.392729,354.281114,0.0,8
C16351,933.072519,1.0,12.4,12.4,0.0,1085.487045,0.083333,0.083333,0.0,0.166667,6,1,2500.0,481.589626,238.636185,0.083333,12
C14894,3755.184007,1.0,3211.86,1420.58,1791.28,0.0,1.0,0.75,0.833333,0.0,0,22,11000.0,3198.261943,960.856638,0.0,12
C16831,2521.094992,1.0,2326.16,875.37,1450.79,0.0,1.0,0.75,1.0,0.0,0,83,3000.0,3983.238602,964.101127,0.0,12
C15615,957.010021,1.0,604.8,0.0,604.8,901.754709,1.0,0.0,0.916667,0.083333,3,12,1000.0,811.45719,926.087148,0.0,12
C10734,2596.59993,1.0,0.0,0.0,0.0,1700.074178,0.0,0.0,0.0,0.5,9,0,3000.0,1794.421173,936.618592,0.0,12
C14244,0.933462,0.363636,0.0,0.0,0.0,39.348512,0.0,0.0,0.0,0.083333,1,0,6000.0,109.244925,36.387033,0.0,12
C15685,3031.933707,1.0,2000.6,2000.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,6500.0,811.109413,858.298082,0.0,12
C10104,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000.0,138.021428,,0.0,7
C14797,38.91624,1.0,358.49,0.0,358.49,188.234434,0.916667,0.0,0.833333,0.083333,1,11,2500.0,479.607061,141.652641,0.3,12
C15021,8.570991,0.272727,149.55,149.55,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,447.377119,97.176376,0.0,12
C13878,7899.171076,1.0,0.0,0.0,0.0,11657.31244,0.0,0.0,0.0,0.5,12,0,13000.0,1646.946937,2154.909881,0.0,12
C10662,5347.377116,0.545455,0.0,0.0,0.0,9671.336737,0.0,0.0,0.0,0.083333,1,0,10500.0,3239.303839,3614.801495,0.0,12
C15444,4476.634442,1.0,0.0,0.0,0.0,6118.973106,0.0,0.0,0.0,0.416667,20,0,6000.0,3395.637883,1532.092391,0.0,12
C17169,14.371243,0.363636,294.28,0.0,294.28,0.0,0.333333,0.0,0.25,0.0,0,8,2500.0,506.189083,124.313354,0.5,12
C10696,10359.45471,1.0,12650.0,12650.0,0.0,2781.682203,0.25,0.25,0.0,0.166667,2,10,10500.0,7566.470234,9170.428051,0.0,12
C14908,49.564532,1.0,433.5,273.94,159.56,0.0,0.909091,0.181818,0.909091,0.0,0,13,9000.0,465.466079,148.914581,0.272727,11
C16319,53.284869,1.0,571.32,0.0,571.32,0.0,1.0,0.0,0.916667,0.0,0,24,1000.0,546.617245,162.921045,0.9,12
C11786,467.244925,1.0,4001.7,1769.36,2232.34,0.0,1.0,0.583333,1.0,0.0,0,109,16000.0,2259.241805,183.138427,0.181818,12
C17072,3520.616355,0.9,1675.91,947.7,728.21,10213.65297,0.9,0.2,0.8,0.3,9,26,10000.0,3148.054919,819.267218,0.125,10
C17685,85.851188,0.636364,0.0,0.0,0.0,499.092982,0.0,0.0,0.0,0.083333,1,0,600.0,1528.015928,146.913099,0.285714,12
C14258,520.441499,1.0,2170.6,2170.6,0.0,0.0,0.666667,0.666667,0.0,0.0,0,20,1500.0,1943.742193,179.996275,0.083333,12
C16164,1994.005447,1.0,0.0,0.0,0.0,1512.2157,0.0,0.0,0.0,0.083333,6,0,6000.0,689.917064,577.743307,0.0,12
C16400,4.256664,0.181818,31.25,0.0,31.25,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,0.0,,0.0,12
C13078,2655.715643,1.0,0.0,0.0,0.0,2179.449214,0.0,0.0,0.0,0.416667,7,0,3000.0,893.586488,637.350978,0.0,12
C11852,2929.747983,1.0,376.04,222.0,154.04,0.0,0.5,0.083333,0.5,0.0,0,8,3000.0,1037.958748,1405.916655,0.0,12
C18098,1544.621765,1.0,1534.12,26.5,1507.62,0.0,1.0,0.083333,1.0,0.0,0,42,2000.0,450.412929,958.88945,0.0,12
C10196,966.251742,1.0,311.45,311.45,0.0,955.959749,0.333333,0.333333,0.0,0.083333,1,15,1500.0,277.522439,286.299328,0.0,12
C12185,1222.164025,1.0,0.0,0.0,0.0,2397.676198,0.0,0.0,0.0,0.416667,10,0,3000.0,385.290048,473.106541,0.0,12
C19092,928.604797,0.875,0.0,0.0,0.0,1191.746396,0.0,0.0,0.0,0.125,9,0,1200.0,110.077421,191.684467,0.0,8
C14445,1068.985549,1.0,0.0,0.0,0.0,54.67143,0.0,0.0,0.0,0.083333,1,0,1200.0,359.180202,319.230878,0.0,12
C11905,1276.941373,1.0,2196.54,1037.8,1158.74,0.0,1.0,0.333333,1.0,0.0,0,44,1000.0,1410.009813,3446.470208,0.0,12
C12357,527.761784,1.0,2702.57,1942.77,759.8,0.0,1.0,0.5,0.75,0.0,0,32,3000.0,1942.140315,188.998017,0.083333,12
C17653,0.14446,0.1,0.0,0.0,0.0,97.038129,0.0,0.0,0.0,0.2,2,0,7000.0,186.434257,18.249813,0.0,10
C18527,2128.836017,1.0,0.0,0.0,0.0,2474.142891,0.0,0.0,0.0,0.083333,1,0,5000.0,895.113371,582.608195,0.0,12
C18922,1189.934589,0.818182,0.0,0.0,0.0,2271.460329,0.0,0.0,0.0,0.272727,6,0,3000.0,2423.466368,287.460527,0.111111,11
C12889,2728.076143,1.0,155.32,0.0,155.32,713.751955,0.333333,0.0,0.25,0.166667,2,4,4500.0,630.56085,945.633907,0.0,12
C18578,321.606195,0.909091,2476.3,1062.12,1414.18,0.0,0.75,0.25,0.583333,0.0,0,28,2000.0,912.49967,157.957039,0.25,12
C16852,2033.51327,1.0,2274.46,1350.45,924.01,0.0,1.0,0.166667,1.0,0.0,0,48,6000.0,1080.054078,506.339439,0.0,12
C18536,2648.244646,1.0,0.0,0.0,0.0,10458.97815,0.0,0.0,0.0,1.0,123,0,4000.0,9818.531412,665.888853,0.0,12
C18022,32.726042,0.636364,303.51,303.51,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,1200.0,550.181692,100.810197,0.666667,12
C10606,7088.358802,1.0,0.0,0.0,0.0,3118.050456,0.0,0.0,0.0,0.083333,2,0,7500.0,4539.526102,2183.319473,0.0,12
C12676,1965.755378,1.0,889.66,580.09,309.57,0.0,1.0,0.583333,1.0,0.0,0,34,2500.0,2612.998677,691.369848,0.0,12
C15319,365.48242,1.0,1618.31,1000.0,618.31,0.0,1.0,0.142857,0.857143,0.0,0,9,1000.0,1366.668756,380.796942,0.333333,7
C13150,1048.403657,1.0,652.24,652.24,0.0,0.0,0.583333,0.583333,0.0,0.0,0,7,4000.0,2274.855647,669.585057,0.0,12
C16118,5058.299635,1.0,968.43,240.0,728.43,4968.817936,1.0,0.083333,1.0,0.416667,13,32,8000.0,1899.738286,1600.26917,0.0,12
C13070,4881.395564,0.909091,849.78,849.78,0.0,0.0,0.454545,0.454545,0.0,0.0,0,7,11500.0,1097.471776,1314.593462,0.0,11
C15090,63.928065,1.0,183.6,0.0,183.6,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,141.055898,171.950243,0.0,12
C17794,568.222966,1.0,140.03,140.03,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,1200.0,203.362743,203.599221,0.0,12
C12268,36.023577,0.181818,273.8,273.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5500.0,174.52575,259.524372,1.0,12
C17188,1088.505102,0.833333,84.99,84.99,0.0,1732.031229,0.166667,0.166667,0.0,0.666667,26,2,2000.0,82.0748,236.842295,0.0,6
C15958,4735.107991,1.0,0.0,0.0,0.0,2934.049373,0.0,0.0,0.0,0.333333,10,0,6000.0,1141.819186,1469.022473,0.0,12
C13924,396.376998,1.0,286.74,52.49,234.25,0.0,0.75,0.083333,0.666667,0.0,0,15,1000.0,232.783063,187.565813,0.0,12
C13118,33.954525,0.454545,158.0,0.0,158.0,0.0,0.333333,0.0,0.25,0.0,0,4,1200.0,178.116509,64.695731,0.0,12
C18434,61.21162,0.909091,280.83,0.0,280.83,0.0,0.909091,0.0,0.909091,0.0,0,11,1500.0,191.386573,159.727823,0.0,11
C11311,661.199437,0.545455,150.0,150.0,0.0,1344.227865,0.083333,0.083333,0.0,0.25,8,1,2500.0,290.372365,340.787739,0.0,12
C14563,3014.625246,1.0,0.0,0.0,0.0,1143.763365,0.0,0.0,0.0,0.166667,2,0,6500.0,1023.016247,938.580888,0.0,12
C17696,74.4309,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,0.0,,0.0,12
C17044,133.724675,0.818182,1499.94,0.0,1499.94,0.0,0.75,0.0,0.666667,0.0,0,9,5000.0,1353.4934,144.022718,0.666667,12
C11981,5418.305735,1.0,0.0,0.0,0.0,5051.791781,0.0,0.0,0.0,0.666667,29,0,8000.0,1476.335057,1555.563621,0.0,12
C15953,1851.622011,1.0,200.0,200.0,0.0,152.692363,0.083333,0.083333,0.0,0.083333,1,1,2000.0,712.34021,798.280589,0.0,12
C16068,424.809549,1.0,1130.0,1130.0,0.0,185.283125,0.083333,0.083333,0.0,0.083333,1,3,1500.0,133.744014,200.179471,0.0,12
C10519,1556.376158,1.0,0.0,0.0,0.0,655.037683,0.0,0.0,0.0,0.583333,16,0,1700.0,1076.722225,1206.741644,0.0,12
C10437,3737.175713,1.0,0.0,0.0,0.0,3017.170336,0.0,0.0,0.0,0.166667,4,0,4500.0,0.0,,0.0,12
C10657,79.554406,0.636364,472.71,472.71,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,16000.0,563.830183,108.579632,0.0,12
C15483,886.65747,1.0,1440.48,1440.48,0.0,0.0,1.0,1.0,0.0,0.0,0,13,1800.0,309.644014,291.857209,0.0,12
C13015,499.437461,1.0,0.0,0.0,0.0,496.939698,0.0,0.0,0.0,0.083333,1,0,1200.0,956.458532,216.205066,0.0,12
C18771,908.465054,1.0,425.0,0.0,425.0,1457.729917,0.583333,0.0,0.583333,0.25,5,9,2000.0,742.934802,262.925278,0.25,12
C10495,4102.599015,1.0,1483.12,1085.19,397.93,1992.715742,0.833333,0.25,0.583333,0.166667,3,30,5000.0,1357.36111,1919.690041,0.0,12
C14988,79.517489,0.818182,335.38,270.0,65.38,0.0,0.25,0.083333,0.083333,0.0,0,3,3000.0,413.920617,122.063597,0.111111,12
C11847,4372.395867,1.0,569.91,569.91,0.0,520.844673,0.272727,0.272727,0.0,0.272727,9,5,4500.0,1345.099869,3937.465141,0.0,11
C17174,528.023703,1.0,770.05,109.4,660.65,286.123717,0.916667,0.083333,0.833333,0.083333,5,23,1500.0,748.204441,170.319835,0.0,12
C10920,337.317432,1.0,4193.91,3076.01,1117.9,0.0,1.0,1.0,0.583333,0.0,0,27,3000.0,3690.904874,210.035264,1.0,12
C14472,4265.241202,1.0,1499.12,119.12,1380.0,2312.556328,0.833333,0.083333,0.666667,0.166667,4,10,4500.0,1844.394398,2439.534576,0.0,12
C14975,821.933113,1.0,987.26,872.64,114.62,0.0,0.916667,0.833333,0.416667,0.0,0,29,6500.0,1605.098906,212.082883,0.0,12
C14587,24.831137,0.636364,1909.13,30.0,1879.13,0.0,0.916667,0.083333,0.833333,0.0,0,12,2000.0,1831.935279,21.095616,0.0,12
C14800,101.083401,0.909091,553.36,140.0,413.36,1719.767683,0.666667,0.083333,0.666667,0.166667,2,9,3000.0,2515.38256,56.937337,0.0,12
